cep,latitude,longitude,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023,ano_2024,media,maximo,minimo,soma,tendencia,casos_previstos_2026,risco_2026
19904275,-23.01077554,-49.88631968652778,0,0,0,0,0,0,3,1,2,9,1.5,9,0,15,9,5.095632074990135,MEDIO
19907575,-22.972461259333333,-49.891578572,0,0,0,0,1,0,0,5,6,2,1.4,6,0,14,2,5.093226087068615,MEDIO
19914090,-22.972036363184525,-49.85707912955357,0,0,0,0,0,0,3,0,2,5,1.0,5,0,10,5,5.078093585636452,MEDIO
19915008,-22.962923940000003,-49.860030962,0,0,0,0,0,0,5,1,2,2,1.0,5,0,10,2,5.048791752117722,MEDIO
19905325,-22.997805572412695,-49.88554564131429,0,0,0,0,2,0,0,3,7,9,2.1,9,0,21,9,5.038886651333087,MEDIO
19905470,-23.00463675453283,-49.88424252022728,0,0,0,0,0,0,4,0,12,5,2.1,12,0,21,5,5.032680274793165,MEDIO
19911780,-22.969909425,-49.86545915000001,0,0,0,0,0,0,1,0,0,4,0.5,4,0,5,4,5.023262557149792,MEDIO
19905045,-22.991610290238093,-49.87925532595238,0,0,0,0,4,0,0,1,3,1,0.9,4,0,9,1,5.017744811715602,MEDIO
19914120,-22.971013616666664,-49.85959452666667,0,0,0,0,3,0,1,4,0,1,0.9,4,0,9,1,5.009966288453143,MEDIO
19901240,-22.992009262592592,-49.8719361937037,0,0,0,0,1,0,2,3,10,1,1.7,10,0,17,1,5.008847742872604,MEDIO
19914405,-22.964133482,-49.86147666,0,0,0,1,2,1,0,0,1,1,0.6,2,0,6,1,5.006162535557451,MEDIO
19910718,-22.961771161111116,-49.86495403888889,0,0,0,1,0,0,1,1,1,1,0.5,1,0,5,1,4.999099760695572,BAIXO
19906496,-22.98008667333333,-49.88441333733333,0,0,0,0,0,0,1,3,6,3,1.3,6,0,13,3,4.983004883855756,BAIXO
19905106,-23.000152674166667,-49.88199963439394,0,0,0,0,2,0,0,3,9,3,1.7,9,0,17,3,4.982493195486313,BAIXO
19910620,-22.968038671875,-49.89794428489583,0,0,0,0,0,0,1,0,3,2,0.6,3,0,6,2,4.965649012212452,BAIXO
19005152,-22.99890847234848,-49.88345501325757,0,0,0,1,0,0,0,0,4,4,0.9,4,0,9,4,4.965380873281902,BAIXO
19905015,-22.99067494839744,-49.8798937975641,0,0,0,1,2,0,0,1,4,1,0.9,4,0,9,1,4.948870168036592,BAIXO
19906035,-22.992014429799102,-49.84671367165178,0,0,0,0,2,0,0,0,1,4,0.7,4,0,7,4,4.936305226421609,BAIXO
19913030,-22.98627401666667,-49.85277555416667,0,0,1,0,0,0,3,0,0,1,0.5,3,0,5,1,4.916241024975534,BAIXO
19904629,-22.963070461666668,-49.877286616666666,0,0,0,0,1,0,2,1,1,2,0.7,2,0,7,2,4.911303056421275,BAIXO
19904570,-23.013011077380952,-49.898114470833335,0,0,0,0,2,0,0,0,2,6,1.0,6,0,10,6,4.905983439130068,BAIXO
19910206,-22.960011094444443,-49.89257673333333,0,0,0,0,0,0,0,2,1,3,0.6,3,0,6,3,4.9054029205381084,BAIXO
19906281,-22.988165442227565,-49.88843409615384,0,0,0,0,0,0,0,3,14,6,2.3,14,0,23,6,4.889956069506297,BAIXO
19906500,-22.98345029375,-49.888857875,0,0,0,1,0,0,3,0,5,2,1.1,5,0,11,2,4.883385002225623,BAIXO
19906542,-22.98713839817405,-49.892148749456105,0,0,0,0,0,0,2,0,2,3,0.7,3,0,7,3,4.8338593227863385,BAIXO
19905165,-23.000865829679626,-49.880620477024536,0,0,0,0,2,0,2,5,5,2,1.6,5,0,16,2,4.826626544359897,BAIXO
19911629,-22.96660696,-49.86924749666667,0,0,0,0,2,0,1,0,2,3,0.8,3,0,8,3,4.817081653758578,BAIXO
19905160,-22.99677117545788,-49.87820527728938,0,0,0,0,3,0,0,0,3,1,0.7,3,0,7,1,4.814394817190987,BAIXO
19905158,-22.99601426325792,-49.879456233394926,0,0,0,0,2,0,3,5,6,4,2.0,6,0,20,4,4.811250810394995,BAIXO
19906120,-22.984362555,-49.876268941666666,0,0,0,0,3,0,3,2,4,0,1.2,4,0,12,0,4.8057768989438046,BAIXO
19915365,-22.9524821,-49.8715905,0,0,0,0,1,0,0,1,0,3,0.5,3,0,5,3,4.707639920542533,BAIXO
19914315,-22.968023836666667,-49.85939295,0,0,0,0,2,0,1,0,1,3,0.7,3,0,7,3,4.692811750674082,BAIXO
19905156,-23.00150720224353,-49.8817157587115,0,0,0,0,1,0,4,1,13,4,2.3,13,0,23,4,4.692043092907625,BAIXO
19914365,-22.96574422020833,-49.86196797125,1,0,0,0,4,0,0,0,0,2,0.7,4,0,7,1,4.691615581787119,BAIXO
19905103,-23.002945464880952,-49.8812858827381,1,0,0,0,2,0,3,2,9,6,2.3,9,0,23,5,4.6840250435834605,BAIXO
19907170,-22.97597657833333,-49.88052417708333,1,0,0,0,1,2,2,1,6,1,1.4,6,0,14,0,4.661534064738589,BAIXO
19915370,-22.951153291666667,-49.87048666666667,0,0,0,0,0,0,0,1,1,3,0.5,3,0,5,3,4.660531110885131,BAIXO
19910045,-22.96419504,-49.885784496666666,0,0,0,0,0,1,0,1,3,2,0.7,3,0,7,2,4.656745519923788,BAIXO
19911105,-22.96791568,-49.87142035,0,0,0,0,0,1,1,0,3,2,0.7,3,0,7,2,4.627136129738574,BAIXO
19909060,-22.969143747916664,-49.90172775208333,0,0,0,0,0,0,0,1,3,5,0.9,5,0,9,5,4.619921703457294,BAIXO
19911722,-22.97689779761905,-49.86400609761905,0,0,0,1,1,0,3,1,1,2,0.9,3,0,9,2,4.618409829874508,BAIXO
19903020,-22.99974637222222,-49.86610852962964,0,0,0,0,1,0,7,0,3,7,1.8,7,0,18,7,4.6155952594053815,BAIXO
19901140,-22.992470216666668,-49.8737395125,0,0,0,0,3,0,0,0,2,1,0.6,3,0,6,1,4.612591005030481,BAIXO
19906455,-22.980653758,-49.88155575466667,0,0,0,0,1,0,0,2,3,4,1.0,4,0,10,4,4.5990996023301705,BAIXO
19915450,-22.950840797222224,-49.87597651666667,0,0,0,0,0,0,0,0,3,2,0.5,3,0,5,2,4.595830216041577,BAIXO
19906538,-22.96922269,-49.87645006,0,0,0,0,0,0,0,0,3,5,0.8,5,0,8,5,4.5955245037166605,BAIXO
19915235,-22.95979756666667,-49.8675649,0,0,0,0,0,0,0,3,0,3,0.6,3,0,6,3,4.591892643198662,BAIXO
19910052,-22.96852655,-49.8957097,0,0,0,1,0,0,1,0,0,0,0.2,1,0,2,0,4.575369042319835,BAIXO
19906470,-22.979131928557536,-49.88311725844595,0,0,0,0,0,0,0,5,3,3,1.1,5,0,11,3,4.51938407203852,BAIXO
19915499,-22.9592823,-49.8470788125,0,0,0,0,0,0,1,2,0,2,0.5,2,0,5,2,4.497389078432207,BAIXO
19915498,-22.9596934875,-49.8471563875,0,0,0,0,2,0,1,0,0,2,0.5,2,0,5,2,4.4600338699101485,BAIXO
19913560,-22.9807554,-49.8456297,0,0,0,0,0,0,0,0,2,4,0.6,4,0,6,4,4.459473868510031,BAIXO
19902341,-22.9963030625,-49.85720121006944,0,0,0,1,1,0,0,1,3,2,0.8,3,0,8,2,4.454598090405852,BAIXO
19904624,-23.0172272,-49.8859661,0,0,0,0,0,0,0,0,3,4,0.7,4,0,7,4,4.447725166093733,BAIXO
19906070,-22.98519154222222,-49.87429642166666,0,0,0,0,1,0,5,3,5,5,1.9,5,0,19,5,4.39156183967134,BAIXO
19905140,-22.99459084861111,-49.87828385694445,0,0,0,0,2,0,2,3,2,2,1.1,3,0,11,2,4.387142583945206,BAIXO
19900011,-22.983997657777778,-49.8695618742963,0,0,0,0,1,0,0,6,6,3,1.6,6,0,16,3,4.373197274711856,BAIXO
19904734,-23.03409483125,-49.76012680625,0,0,0,0,0,0,0,0,4,4,0.8,4,0,8,4,4.357574046451191,BAIXO
19902080,-22.99193624,-49.86299278,0,0,0,0,1,0,0,1,3,6,1.1,6,0,11,6,4.339101426689012,BAIXO
19906110,-22.98469519472222,-49.87547381833334,0,0,0,0,1,0,4,1,5,5,1.6,5,0,16,5,4.331632827341309,BAIXO
19905220,-22.99281621333333,-49.88692185166667,0,0,0,0,1,0,0,8,6,2,1.7,8,0,17,2,4.326364713655494,BAIXO
19903376,-23.0034869,-49.8422481,0,0,0,1,0,0,1,0,2,0,0.4,2,0,4,0,4.324675762121842,BAIXO
19915230,-22.96064550625,-49.867536875,0,0,0,1,0,0,0,0,1,2,0.4,2,0,4,2,4.311824375150536,BAIXO
19914350,-22.98838569196429,-49.86138415,0,0,0,1,0,0,0,2,2,3,0.8,3,0,8,3,4.296157932154529,BAIXO
19906200,-22.98783702156746,-49.87896252986111,0,0,0,0,2,0,0,2,17,0,2.1,17,0,21,0,4.282349363345929,BAIXO
19902440,-22.99589723333333,-49.855978400000005,0,0,0,0,0,0,1,0,8,1,1.0,8,0,10,1,4.28046577612804,BAIXO
19908080,-22.969957538194446,-49.90409152916666,0,0,0,0,1,0,0,0,1,7,0.9,7,0,9,7,4.277117396166432,BAIXO
19912010,-22.974873856666665,-49.86085163,0,0,0,1,0,1,5,0,2,0,0.9,5,0,9,0,4.268628368290592,BAIXO
19915135,-22.95600889555556,-49.86424089111111,0,0,0,0,0,0,1,0,0,3,0.4,3,0,4,3,4.266399731569436,BAIXO
19905240,-22.990776171031747,-49.883349261746034,0,0,0,0,1,0,2,2,7,0,1.2,7,0,12,0,4.265664156015191,BAIXO
19913080,-22.98050340277778,-49.85333054861112,0,0,0,0,2,0,0,0,0,4,0.6,4,0,6,4,4.260960392361085,BAIXO
19915738,-22.951324584341915,-49.856256436558006,0,0,0,0,1,0,0,0,2,2,0.5,2,0,5,2,4.2367470224835415,BAIXO
19915250,-22.95803254,-49.86856607000001,1,0,0,0,0,0,1,1,2,2,0.7,2,0,7,1,4.222701969644731,BAIXO
19913558,-22.981084066666664,-49.84506903333333,0,1,0,0,1,0,0,0,1,3,0.6,3,0,6,3,4.216292197756047,BAIXO
19911153,-22.960942133333333,-49.87658715,0,0,0,0,1,0,0,0,1,3,0.5,3,0,5,3,4.192482519533769,BAIXO
19906265,-22.987146026666665,-49.88581466111111,0,0,0,0,0,0,1,1,3,5,1.0,5,0,10,5,4.191162601213364,BAIXO
19913487,-22.978861826666662,-49.85014364888889,0,0,0,0,0,0,0,1,0,5,0.6,5,0,6,5,4.184756722357633,BAIXO
19915692,-22.961043835,-49.862903335,0,0,0,0,2,0,1,1,0,2,0.6,2,0,6,2,4.1420316806334085,BAIXO
19902340,-22.997073923111117,-49.858653203333326,0,0,0,0,2,0,2,1,7,1,1.3,7,0,13,1,4.140508908049014,BAIXO
19908090,-22.97126284,-49.905442953333335,0,0,0,0,0,0,0,1,1,7,0.9,7,0,9,7,4.138792296871543,BAIXO
19906100,-22.982338469,-49.878666142,0,0,0,0,2,0,0,5,5,2,1.4,5,0,14,2,4.138110936743033,BAIXO
19900300,-22.9863082,-49.8630729,0,0,0,1,2,0,0,0,2,2,0.7,2,0,7,2,4.12648192830784,BAIXO
19910060,-22.96900091904762,-49.87761392460317,0,0,0,0,0,0,0,2,2,4,0.8,4,0,8,4,4.110260192870555,BAIXO
19906415,-22.982443786666668,-49.882094806,0,0,0,0,2,0,0,2,3,3,1.0,3,0,10,3,4.053038707816086,BAIXO
19911740,-22.969205771666665,-49.863425820833335,0,0,0,0,1,0,1,0,1,3,0.6,3,0,6,3,4.050843999573772,BAIXO
19916660,-22.968819569047614,-49.8957692547619,0,0,0,0,1,0,0,0,0,7,0.8,7,0,8,7,4.032582992702373,BAIXO
19907300,-22.975761594609374,-49.87603631229167,0,0,0,0,0,0,5,2,0,4,1.1,5,0,11,4,4.0108439894593175,BAIXO
19904530,-23.00870912309941,-49.87991299304093,0,0,0,0,0,0,4,1,3,8,1.6,8,0,16,8,4.008967492212832,BAIXO
19913580,-22.9816355,-49.8496101,0,0,0,0,0,0,0,0,3,3,0.6,3,0,6,3,4.004885718166406,BAIXO
19907485,-22.97287708472222,-49.8868716125,0,0,0,0,0,0,3,2,1,4,1.0,4,0,10,4,3.992422229971453,BAIXO
19904290,-22.979514500000004,-49.870927,1,0,0,0,0,0,1,1,4,2,0.9,4,0,9,1,3.9885740020963567,BAIXO
19900240,-22.985827428,-49.86374875833333,0,0,0,0,1,0,2,7,4,0,1.4,7,0,14,0,3.94620653930906,BAIXO
19901030,-22.98864768333333,-49.86751206666667,0,0,0,1,0,0,1,0,2,0,0.4,2,0,4,0,3.917312495845181,BAIXO
19904721,-23.00242454783163,-49.76980339853317,0,0,0,0,0,0,0,0,7,2,0.9,7,0,9,2,3.8662776567634864,BAIXO
19915000,-23.001770208888885,-49.73642492638889,0,0,0,1,0,0,0,0,2,2,0.5,2,0,5,2,3.857041566223416,BAIXO
19901120,-22.99122015625,-49.8707114875,0,0,0,0,4,0,0,1,1,0,0.6,4,0,6,0,3.847565776957708,BAIXO
19910080,-22.965263928,-49.887379212,0,0,0,0,0,0,1,1,1,2,0.5,2,0,5,2,3.839500349737136,BAIXO
19908261,-22.98038366666667,-49.91173811666667,0,0,0,0,0,0,1,0,3,0,0.4,3,0,4,0,3.7985026296937576,BAIXO
19905250,-22.991199291944447,-49.88398549611111,0,0,0,0,0,0,0,4,6,3,1.3,6,0,13,3,3.796301425223646,BAIXO
19901721,-22.991055416666665,-49.8803172,0,0,0,1,0,0,2,0,1,0,0.4,2,0,4,0,3.770735951014103,BAIXO
19901740,-22.98690449897436,-49.87345220897436,0,0,0,0,2,0,0,8,1,2,1.3,8,0,13,2,3.7628249713088735,BAIXO
19910091,-22.9700131625,-49.890650875,0,0,0,0,0,0,1,0,2,2,0.5,2,0,5,2,3.759353862061289,BAIXO
19905225,-22.99292946388889,-49.88777160111111,0,0,0,0,0,0,1,2,4,1,0.8,4,0,8,1,3.754997814319722,BAIXO
19913118,-22.985665517932265,-49.854231939450976,0,0,0,0,0,0,1,1,2,3,0.7,3,0,7,3,3.733003542116421,BAIXO
19903374,-23.0032623,-49.8411931,0,0,0,0,0,0,0,0,2,4,0.6,4,0,6,4,3.729285528532273,BAIXO
19901540,-22.992904675,-49.8871677,0,0,0,0,0,0,1,0,7,2,1.0,7,0,10,2,3.728588431155004,BAIXO
19904637,-22.9742373,-49.85908435000001,0,0,0,0,0,0,0,2,3,2,0.7,3,0,7,2,3.7281109082377952,BAIXO
19908140,-22.9756452,-49.9074622,0,0,0,1,0,0,0,0,0,1,0.2,1,0,2,1,3.7264508235575695,BAIXO
19904327,-22.9541014,-49.8562154,0,0,0,0,0,0,0,0,3,1,0.4,3,0,4,1,3.726174513632941,BAIXO
19902430,-22.996047029166665,-49.86284006666667,0,0,0,1,0,0,0,0,3,3,0.7,3,0,7,3,3.720684523430464,BAIXO
19905305,-22.994750635,-49.88651053111112,0,0,0,0,0,0,0,5,10,1,1.6,10,0,16,1,3.6973350033003953,BAIXO
19913060,-22.98362640805556,-49.85287570611111,0,0,0,0,0,0,0,1,1,6,0.8,6,0,8,6,3.689244107612467,BAIXO
19915425,-22.973944775,-49.85800865,0,0,0,0,0,0,0,0,0,4,0.4,4,0,4,4,3.684234474114419,BAIXO
19915486,-22.9535281,-49.8496455,0,0,0,1,0,0,0,0,0,0,0.1,1,0,1,0,3.683418701197297,BAIXO
19913360,-22.989706445,-49.85614854166666,0,0,0,0,1,0,0,5,2,3,1.1,5,0,11,3,3.653288096051256,BAIXO
19911621,-22.96886867809524,-49.86648479857143,0,0,0,2,0,0,0,1,1,1,0.5,2,0,5,1,3.624110086877408,BAIXO
19909005,-22.97038097291667,-49.90361792708334,0,0,0,0,0,0,0,1,2,4,0.7,4,0,7,4,3.60262416329806,BAIXO
19910280,-22.978037046733643,-49.86837659437403,0,0,0,0,0,0,1,2,1,3,0.7,3,0,7,3,3.595600190192272,BAIXO
19901110,-22.991680976666668,-49.86958083333333,0,0,0,0,2,0,1,4,3,1,1.1,4,0,11,1,3.59287151144963,BAIXO
19915050,-22.9639916,-49.864887925000005,0,0,0,0,2,0,2,0,1,1,0.6,2,0,6,1,3.535385689917348,BAIXO
19904577,-23.014285539166668,-49.89812201916666,0,0,0,0,0,0,0,0,5,1,0.6,5,0,6,1,3.534947161148011,BAIXO
19901670,-22.987711269444446,-49.86407822777778,0,0,0,2,1,0,0,1,2,1,0.7,2,0,7,1,3.5290716543513554,BAIXO
19910116,-22.96990398928571,-49.896257706547615,0,0,0,0,0,0,0,2,3,2,0.7,3,0,7,2,3.5040383843570453,BAIXO
19913552,-22.9808782,-49.846152100000005,0,0,0,0,0,1,0,0,2,3,0.6,3,0,6,3,3.4830877718031843,BAIXO
19911450,-22.96204591977778,-49.87020356,0,0,0,0,1,0,1,0,1,2,0.5,2,0,5,2,3.470434761810793,BAIXO
19912420,-22.98965455625,-49.85519099375,0,0,0,0,4,0,0,1,0,1,0.6,4,0,6,1,3.4658193008344824,BAIXO
19912140,-22.9793474,-49.8595794,0,0,0,0,0,0,2,0,0,2,0.4,2,0,4,2,3.448702244377273,BAIXO
19910860,-22.96999925,-49.89567963333334,0,0,0,0,0,0,1,1,2,0,0.4,2,0,4,0,3.445497361511116,BAIXO
19901650,-22.99053765,-49.8647564,0,0,0,0,3,0,0,0,1,1,0.5,3,0,5,1,3.439791251976203,BAIXO
19900261,-22.98550818833333,-49.86243219666667,0,0,0,0,2,0,0,1,3,3,0.9,3,0,9,3,3.436442253017958,BAIXO
19900195,-22.98639977809524,-49.86705062333333,0,0,0,0,1,0,1,0,2,3,0.7,3,0,7,3,3.435707952650773,BAIXO
19907310,-22.97496769833333,-49.87641258555556,0,0,0,0,1,1,0,2,3,1,0.8,3,0,8,1,3.428326169900174,BAIXO
19901738,-22.99885588333333,-49.87291587083333,0,0,0,0,0,0,2,0,3,2,0.7,3,0,7,2,3.4257452913570887,BAIXO
19912321,-22.959182085,-49.856676445,0,0,0,0,1,0,2,2,0,1,0.6,2,0,6,1,3.4175405624419,BAIXO
19905450,-23.0052019278125,-49.88313214,0,0,0,0,1,0,0,0,7,3,1.1,7,0,11,3,3.3908861403597257,BAIXO
19902030,-22.99088497037037,-49.85854184814815,0,0,0,0,0,1,1,1,3,2,0.8,3,0,8,2,3.384322222611445,BAIXO
19914005,-22.96401501625,-49.86601413416667,1,0,0,0,0,0,0,0,1,3,0.5,3,0,5,2,3.325877605499045,BAIXO
19916600,-22.97022963333333,-49.89573691666667,0,0,0,0,0,0,1,0,2,0,0.3,2,0,3,0,3.27829162899161,BAIXO
19915589,-22.9601983875,-49.8580189875,0,1,0,0,0,0,2,0,1,0,0.4,2,0,4,0,3.270087369049179,BAIXO
19912260,-22.983098226666662,-49.85782211555556,0,0,0,0,0,0,2,3,2,1,0.8,3,0,8,1,3.25185984797281,BAIXO
19908170,-22.97375441875,-49.913534090625,0,0,0,0,0,0,0,1,1,6,0.8,6,0,8,6,3.2515549945746898,BAIXO
19910076,-22.96903276666667,-49.88984680000001,0,0,0,1,0,0,0,0,1,0,0.2,1,0,2,0,3.2437405630380454,BAIXO
19912240,-22.9866477,-49.85721011333334,0,0,0,0,0,0,0,2,6,2,1.0,6,0,10,2,3.234280115879301,BAIXO
19911280,-22.95498305,-49.87914675,0,0,0,0,0,0,1,0,1,2,0.4,2,0,4,2,3.2332928647174413,BAIXO
19905300,-22.99442180618182,-49.88671851836364,0,0,0,0,0,0,1,2,2,2,0.7,2,0,7,2,3.204142630148453,BAIXO
19905135,-22.99301470673077,-49.87749754,0,0,0,0,1,0,1,0,5,0,0.7,5,0,7,0,3.197103365628209,BAIXO
19905255,-22.993276359567904,-49.849057633950615,0,0,0,0,0,0,0,0,3,3,0.6,3,0,6,3,3.1856166051857144,BAIXO
19906255,-22.988440625694444,-49.88525699583333,0,0,0,0,0,0,1,0,4,1,0.6,4,0,6,1,3.1440831002673804,BAIXO
19905736,-23.0006879,-49.8661872,0,0,0,1,0,0,1,0,0,0,0.2,1,0,2,0,3.1190165749849257,BAIXO
19900280,-22.984563258571427,-49.86140324071429,0,0,0,0,0,0,1,1,4,1,0.7,4,0,7,1,3.108137143250133,BAIXO
19900110,-22.98129626,-49.87044825714285,0,0,0,0,0,0,1,1,3,1,0.6,3,0,6,1,3.1067585929977213,BAIXO
19901600,-22.99504065,-49.87101232,1,0,0,0,0,0,1,0,2,3,0.7,3,0,7,2,3.081289496663885,BAIXO
19904627,-23.0114571,-49.88916928333333,0,0,0,0,0,0,0,1,1,3,0.5,3,0,5,3,3.080213001418997,BAIXO
19906260,-22.987205240833333,-49.88411812383333,0,0,0,0,0,0,3,1,8,1,1.3,8,0,13,1,3.0725388690098043,BAIXO
19912323,-22.98088395,-49.860074325,0,0,0,0,0,0,0,0,0,4,0.4,4,0,4,4,3.069254579471817,BAIXO
19915710,-22.958897,-49.8562882,0,0,0,1,0,0,0,0,0,0,0.1,1,0,1,0,3.062137809172782,BAIXO
19902010,-22.987532700000003,-49.8603054,0,0,1,0,0,0,0,0,2,0,0.3,2,0,3,0,3.0457796696846344,BAIXO
19911142,-22.96431068333333,-49.878049938888886,0,0,0,1,0,0,0,0,0,1,0.2,1,0,2,1,3.043238834931799,BAIXO
19912120,-22.979051722222223,-49.85788027777778,0,0,0,0,0,0,0,1,3,3,0.7,3,0,7,3,3.0421100978837785,BAIXO
19911820,-22.97336408,-49.8692005,0,0,0,0,0,0,1,1,2,1,0.5,2,0,5,1,3.0160141109645338,BAIXO
19908243,-22.967092479166663,-49.70473422083333,0,0,0,0,0,0,0,1,1,2,0.4,2,0,4,2,2.98974465505853,BAIXO
19914515,-22.96415898333333,-49.85454953333333,0,0,0,0,0,0,0,0,0,3,0.3,3,0,3,3,2.9879659887501475,BAIXO
19904600,-23.00861250277778,-49.88941328555556,0,0,0,0,0,1,9,5,2,2,1.9,9,0,19,2,2.983185239753766,BAIXO
19910665,-22.9678168375,-49.8953979625,0,0,0,0,0,0,1,2,0,1,0.4,2,0,4,1,2.980771986049149,BAIXO
19904722,-23.0142671,-49.8807904,0,0,0,0,0,0,0,0,4,1,0.5,4,0,5,1,2.980728612099483,BAIXO
19906530,-22.979304175,-49.8868157125,0,0,0,0,1,0,1,0,1,2,0.5,2,0,5,2,2.9741668832912183,BAIXO
19900051,-22.979132244444443,-49.867596855555554,0,0,0,0,0,0,1,0,0,3,0.4,3,0,4,3,2.9632640067993634,BAIXO
19915045,-22.96502723333333,-49.86488905555556,0,0,0,0,0,0,0,0,3,1,0.4,3,0,4,1,2.961893362835326,BAIXO
19905405,-23.0021392,-49.8798989,0,0,0,0,1,0,0,0,4,3,0.8,4,0,8,3,2.958829225985028,BAIXO
19907410,-22.968874491666668,-49.88076022083334,0,0,0,0,0,0,0,1,1,3,0.5,3,0,5,3,2.941451822499402,BAIXO
19906155,-22.98304806666667,-49.8786488,0,0,0,1,0,0,0,0,1,2,0.4,2,0,4,2,2.941373195503729,BAIXO
19913243,-22.979437229166663,-49.856227179166666,0,0,0,0,1,0,0,0,3,2,0.6,3,0,6,2,2.941247593318621,BAIXO
19915734,-22.9536377,-49.8551194,0,0,0,0,1,0,1,0,1,0,0.3,1,0,3,0,2.9348387054351406,BAIXO
19919416,-22.97733767826087,-49.87633932608696,0,0,0,1,0,0,3,0,1,0,0.5,3,0,5,0,2.931313917686566,BAIXO
19901711,-22.995675321111108,-49.87843473444444,0,0,0,0,0,0,0,1,3,5,0.9,5,0,9,5,2.91258308144279,BAIXO
19911721,-22.97338079583333,-49.85507438333333,0,0,0,0,0,0,2,1,1,0,0.4,2,0,4,0,2.90931125249881,BAIXO
19901750,-23.0005597,-49.8720998,0,0,0,0,0,0,1,2,1,3,0.7,3,0,7,3,2.900866743073493,BAIXO
19901050,-22.99018301875,-49.8675776625,0,0,0,0,1,0,0,0,5,2,0.8,5,0,8,2,2.8983788604509755,BAIXO
19910900,-22.9648817,-49.8818699,0,0,0,0,0,0,0,0,1,3,0.4,3,0,4,3,2.849611144041773,BAIXO
19911606,-22.969396466666662,-49.86742770000001,0,0,0,0,0,0,1,0,1,2,0.4,2,0,4,2,2.843810171352743,BAIXO
19915430,-22.976250325,-49.8688445,0,0,0,1,0,0,0,1,0,1,0.3,1,0,3,1,2.8370133544940472,BAIXO
19906275,-22.985203053333333,-49.88136342666667,0,0,0,0,0,0,1,2,2,1,0.6,2,0,6,1,2.828582322607872,BAIXO
19905170,-22.99809161,-49.881387446666665,0,0,0,0,0,0,1,3,4,1,0.9,4,0,9,1,2.8245128702183138,BAIXO
19910240,-22.966248458333336,-49.89152345833333,0,0,0,0,0,0,0,4,0,2,0.6,4,0,6,2,2.8241657009484697,BAIXO
19906536,-22.9750489,-49.8554558,0,0,0,0,0,0,0,2,0,3,0.5,3,0,5,3,2.814703261186878,BAIXO
19911128,-22.958326126666663,-49.87823180666667,0,0,0,0,0,0,1,0,0,2,0.3,2,0,3,2,2.7989506231333507,BAIXO
19902530,-22.994118333333333,-49.857631475,0,0,0,0,2,0,0,2,3,0,0.7,3,0,7,0,2.7765139471284783,BAIXO
19906304,-22.9897994,-49.8910124,0,0,0,1,0,0,0,1,1,0,0.3,1,0,3,0,2.7502515669666536,BAIXO
19913165,-22.98239522962963,-49.85670292222222,0,0,0,0,0,0,0,2,2,3,0.7,3,0,7,3,2.7499377691401605,BAIXO
19903308,-22.95781445,-49.85382860000001,0,0,0,0,0,0,1,0,1,1,0.3,1,0,3,1,2.7449172028582325,BAIXO
19900070,-22.97778786289809,-49.867910216130575,0,0,0,0,0,0,1,0,1,2,0.4,2,0,4,2,2.7368017751850857,BAIXO
19905155,-22.997052116666666,-49.87984530925926,0,0,0,0,1,0,1,2,1,2,0.7,2,0,7,2,2.735348983890617,BAIXO
19903495,-22.9796309,-49.85206256666667,0,0,0,1,1,0,0,0,0,0,0.2,1,0,2,0,2.73447533696708,BAIXO
19904732,-23.0238764,-49.8936882,0,0,0,0,0,0,0,0,3,1,0.4,3,0,4,1,2.7100325746505405,BAIXO
19905230,-22.99314861666667,-49.88814336666667,0,0,0,0,0,0,0,0,9,1,1.0,9,0,10,1,2.704407468319914,BAIXO
19902040,-22.990213976666663,-49.85897951,0,0,0,0,0,0,1,1,2,1,0.5,2,0,5,1,2.6836029706737463,BAIXO
19902000,-22.98691595,-49.85867782222223,0,0,0,0,0,0,0,0,2,4,0.6,4,0,6,4,2.680156728323709,BAIXO
19911151,-22.96001015,-49.87729545,0,0,0,0,1,0,0,1,2,0,0.4,2,0,4,0,2.6754609708614225,BAIXO
19910113,-22.96957413333333,-49.89785127777778,0,0,0,0,0,0,0,1,3,1,0.5,3,0,5,1,2.6544293066235696,BAIXO
19914195,-22.972679050000004,-49.854603875,0,0,0,0,0,0,1,0,2,0,0.3,2,0,3,0,2.63589109707209,BAIXO
19907225,-22.97322016,-49.88435008,0,0,0,0,0,0,1,1,1,1,0.4,1,0,4,1,2.6263873946491003,BAIXO
19912350,-22.98403078566667,-49.85521642,0,0,0,0,1,0,4,1,3,0,0.9,4,0,9,0,2.623865181236397,BAIXO
19910092,-22.96553378333333,-49.88481525,0,0,0,0,0,0,0,0,0,3,0.3,3,0,3,3,2.6061195662714454,BAIXO
19915712,-22.9574604,-49.85409255,0,0,0,0,0,0,0,0,1,2,0.3,2,0,3,2,2.570438796041344,BAIXO
19910160,-22.9700182,-49.8963892,0,0,0,0,0,0,1,0,0,0,0.1,1,0,1,0,2.5592442983515866,BAIXO
19912360,-22.9861711,-49.85619774,0,0,0,0,0,0,1,5,1,0,0.7,5,0,7,0,2.52821812658658,BAIXO
19904725,-23.028136253773123,-49.89214347518413,0,0,0,0,0,0,0,0,1,3,0.4,3,0,4,3,2.509972181766898,BAIXO
